unique_id,program_id,program_name,program_name_en,program_type,program_variant,cluster,url,description,career_prospects,overall_opinion_score,first_year_female_pct,student_count,search_text
3390_1,3390,Finance & Control,Finance & Control,Bachelor,Parttime,Business Economics,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/finance-control-deeltijd,"In addition to your work as a financial professional, you want to deepen yourself and work on your future. Thanks to the four-year part-time programme Finance & Control, you will be of invaluable value to your organisation by providing thorough analysis and reliable advice. This programme is ideal for working financial experts because of its flexible design: you choose when you follow the modules and put the emphasis on them. With the course you will then get started in practice. By developing yourself, you will acquire the knowledge and skills to respond quickly to changes in your professional practice.","In an advisory position or as head of financial administration or financial analyst, you often find yourself in the financial-administrative department of a company. You have many opportunities for growth. You can also establish yourself as a self-employed person, both in the Netherlands and in the rest of the European Union. Finance, business processes and information. That's what it's all about for a financial expert. After studying Business Economics you are aware of all the internal financial aspects and you can design the financial policies of a company. In doing so you feel flawless about what external factors are important. When you write a financial report, you don't turn your hand. From your expertise you look for applications and opportunities to improve business. You work together with colleagues from other departments and report to the management. If you work with a small company, you will soon become the all-round financial professional. If you want to make a career in a medium or large company, you have many options.",3.7316017316,29.126,725.0,"Program name: Finance & Control
Program name (EN): Finance & Control
Type: Bachelor | Variant: Parttime
Cluster: Business Economics
URL: https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/finance-control-deeltijd
Description: In addition to your work as a financial professional, you want to deepen yourself and work on your future. Thanks to the four-year part-time programme Finance & Control, you will be of invaluable value to your organisation by providing thorough analysis and reliable advice. This programme is ideal for working financial experts because of its flexible design: you choose when you follow the modules and put the emphasis on them. With the course you will then get started in practice. By developing yourself, you will acquire the knowledge and skills to respond quickly to changes in your professional practice.
Career prospects: In an advisory position or as head of financial administration or financial analyst, you often find yourself in the financial-administrative department of a company. You have many opportunities for growth. You can also establish yourself as a self-employed person, both in the Netherlands and in the rest of the European Union. Finance, business processes and information. That's what it's all about for a financial expert. After studying Business Economics you are aware of all the internal financial aspects and you can design the financial policies of a company. In doing so you feel flawless about what external factors are important. When you write a financial report, you don't turn your hand. From your expertise you look for applications and opportunities to improve business. You work together with colleagues from other departments and report to the management. If you work with a small company, you will soon become the all-round financial professional. If you want to make a career in a medium or large company, you have many options.
Overall opinion score: 3.7316017316
First-year female %: 29.126
Student count: 725.0
Unique ID: 3390_1"
3390_2,3390,Finance & Control,Finance & Control,Bachelor,Dual,Business Economics,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/finance-control-duaal,"With the 4-year dual Bachelor's programme Finance & Control, you combine your work and learning. You deepen and broaden your financial expertise and grow further within your field. For example, you will learn about the function of controller or financial manager. You will learn how to analyse and solve financial issues using cases and a business game. The last 2 years of the programme you will explore topics such as multiple value creation, risk management and leadership.","The labour market is ready for financial specialists. Each company needs expertise in finance. If you follow this programme, you have a lot of opportunities to take a step in your career. Become the specialist within a financial department of an organization as a controller, financial analyst or financial auditor. Or how about leading as a financial manager to a financial department? This bachelor opens doors to development and growth!",3.7316017316,29.126,725.0,"Program name: Finance & Control
Program name (EN): Finance & Control
Type: Bachelor | Variant: Dual
Cluster: Business Economics
URL: https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/finance-control-duaal
Description: With the 4-year dual Bachelor's programme Finance & Control, you combine your work and learning. You deepen and broaden your financial expertise and grow further within your field. For example, you will learn about the function of controller or financial manager. You will learn how to analyse and solve financial issues using cases and a business game. The last 2 years of the programme you will explore topics such as multiple value creation, risk management and leadership.
Career prospects: The labour market is ready for financial specialists. Each company needs expertise in finance. If you follow this programme, you have a lot of opportunities to take a step in your career. Become the specialist within a financial department of an organization as a controller, financial analyst or financial auditor. Or how about leading as a financial manager to a financial department? This bachelor opens doors to development and growth!
Overall opinion score: 3.7316017316
First-year female %: 29.126
Student count: 725.0
Unique ID: 3390_2"
3431_0,3431,Commerciële Economie,Marketing Management,Bachelor,Fulltime,Commercial Economics,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/commerciele-economie-voltijd,"With the programme Commercial Economy, you will become a marketing expert in your field. In the first year, you will choose what field that is. You will choose Creative Marketing & Social Media? You will then go into the head of the consumer, follow trends and know how to use your research to identify needs. With targeted actions you will make a brand or company a success. Take global brands like Nike, Coca-Cola and Apple. These brands will tell a story or deliver a strong and convincing message. If you choose Data Driven Marketing, then you will learn what is needed to create a marketing organisation smartly. So you will make sure that customers feel personalised and the marketing budget is spent optimally. But also that companies are responsible and confidential with information about customers and buying behaviour. Do you want to know everything about e-commerce and e-mail marketing? Choose Digital Marketing & Sales?","With the insight into the market mechanisms that you have as a commercial economist, you can work in all kinds of organisations, both in business and in government. For example, you can become an account manager or marketing planner, consultant or market researcher.",3.65625,37.589,517.0,"Program name: Commerciële Economie
Program name (EN): Marketing Management
Type: Bachelor | Variant: Fulltime
Cluster: Commercial Economics
URL: https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/commerciele-economie-voltijd
Description: With the programme Commercial Economy, you will become a marketing expert in your field. In the first year, you will choose what field that is. You will choose Creative Marketing & Social Media? You will then go into the head of the consumer, follow trends and know how to use your research to identify needs. With targeted actions you will make a brand or company a success. Take global brands like Nike, Coca-Cola and Apple. These brands will tell a story or deliver a strong and convincing message. If you choose Data Driven Marketing, then you will learn what is needed to create a marketing organisation smartly. So you will make sure that customers feel personalised and the marketing budget is spent optimally. But also that companies are responsible and confidential with information about customers and buying behaviour. Do you want to know everything about e-commerce and e-mail marketing? Choose Digital Marketing & Sales?
Career prospects: With the insight into the market mechanisms that you have as a commercial economist, you can work in all kinds of organisations, both in business and in government. For example, you can become an account manager or marketing planner, consultant or market researcher.
Overall opinion score: 3.65625
First-year female %: 37.589
Student count: 517.0
Unique ID: 3431_0"
3431_1,3431,Commerciële Economie,Marketing Management,Bachelor,Parttime,Commercial Economics,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/commerciele-economie-marketing-management,"Consumer behavior and market mechanisms, that's what the Marketing Management programme is all about. You'll soon know how to make a thorough competitive analysis and a winning marketing strategy. You'll think of opportunities and opportunities and tackle them with both hands. You'll develop this valuable quality further in this flexible and practical part-time education. Ideal for the professional working! You'll choose the order in which you work on modules and put the emphasis on during this four-year study. In short, develop a perfect basis for a lifetime. You'll always be attractive to employers. You'll always be one step ahead of the future, because you have the knowledge and skills to adapt quickly to the changes in professional practice.","With the insight into the market mechanisms that you have as a commercial economist, you can work in all kinds of organisations, both in business and in government. For example, you can become an account manager or marketing planner, consultant or market researcher.",3.65625,37.589,517.0,"Program name: Commerciële Economie
Program name (EN): Marketing Management
Type: Bachelor | Variant: Parttime
Cluster: Commercial Economics
URL: https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/commerciele-economie-marketing-management
Description: Consumer behavior and market mechanisms, that's what the Marketing Management programme is all about. You'll soon know how to make a thorough competitive analysis and a winning marketing strategy. You'll think of opportunities and opportunities and tackle them with both hands. You'll develop this valuable quality further in this flexible and practical part-time education. Ideal for the professional working! You'll choose the order in which you work on modules and put the emphasis on during this four-year study. In short, develop a perfect basis for a lifetime. You'll always be attractive to employers. You'll always be one step ahead of the future, because you have the knowledge and skills to adapt quickly to the changes in professional practice.
Career prospects: With the insight into the market mechanisms that you have as a commercial economist, you can work in all kinds of organisations, both in business and in government. For example, you can become an account manager or marketing planner, consultant or market researcher.
Overall opinion score: 3.65625
First-year female %: 37.589
Student count: 517.0
Unique ID: 3431_1"
3431_2,3431,Commerciële Economie,Marketing Management,Bachelor,Dual,Commercial Economics,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/commerciele-economie-marketing-management-duaal,"Are you a commercial talent and would like to learn more about marketing, consumer behaviour and market mechanisms? In addition to your work, start with the dual programme Commercial Economy Marketing Management. You go to school 2 days a week to learn everything about data analysis, online marketing, marketing strategies and value creation. You then put that knowledge and skills into practice immediately. As a marketing expert you can be widely deployed. Therefore, during this programme you will work together with students from other programmes and with other backgrounds. You will learn from each other and become an independent, all-round marketer who can bring the online presence of an organisation to a higher level.","After following this programme, you have every opportunity and opportunity to prove yourself as a brand specialist, online marketer or content specialist. As a marketing expert, you give advice on offline and online marketing and sales. In short, as an HBO-trained professional, you are more than welcome to any commercial company that wants to storm the market with creative and innovative business models.",3.65625,37.589,517.0,"Program name: Commerciële Economie
Program name (EN): Marketing Management
Type: Bachelor | Variant: Dual
Cluster: Commercial Economics
URL: https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/commerciele-economie-marketing-management-duaal
Description: Are you a commercial talent and would like to learn more about marketing, consumer behaviour and market mechanisms? In addition to your work, start with the dual programme Commercial Economy Marketing Management. You go to school 2 days a week to learn everything about data analysis, online marketing, marketing strategies and value creation. You then put that knowledge and skills into practice immediately. As a marketing expert you can be widely deployed. Therefore, during this programme you will work together with students from other programmes and with other backgrounds. You will learn from each other and become an independent, all-round marketer who can bring the online presence of an organisation to a higher level.
Career prospects: After following this programme, you have every opportunity and opportunity to prove yourself as a brand specialist, online marketer or content specialist. As a marketing expert, you give advice on offline and online marketing and sales. In short, as an HBO-trained professional, you are more than welcome to any commercial company that wants to storm the market with creative and innovative business models.
Overall opinion score: 3.65625
First-year female %: 37.589
Student count: 517.0
Unique ID: 3431_2"
3488_0,3488,Communicatie,Communication,Bachelor,Fulltime,Communication,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/communicatie-voltijd,"Do you want to become a communication professional who knows the trends and target groups and is able to convey a message? During the programme Communication, you develop a broad basis that allows you to work at government institutions, organisations or creative start-ups later. For example, think cool campaigns for societal problems or put in the right advertising strategy. Communication is a huge field of expertise, so you choose a specialization in the third year. For example, follow the minor Journalism if you want to become a reporter. In this small-scale programme you get assigned your own coach. Also, you can count on the right support and guidance of our teachers. Study association Zin to get to know the city of The Hague? At the study association of the programme Communication you make friends around the world. Making fun is important, so you can join the city or go sports club of De Haagse Hogeschool. Do you like several fields of expertise? Our new programme Management & Organisation Track combines the fields of business, Human Resource Management, Facility Management and Communication.","After the programme, you can start working as a PR employee, policy officer, account manager, communication consultant or project coordinator. Your field of work is with companies, the government or organisations (profit and non-profit). You can also work as a self-employed person.",3.6912280702,81.437,540.0,"Program name: Communicatie
Program name (EN): Communication
Type: Bachelor | Variant: Fulltime
Cluster: Communication
URL: https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/communicatie-voltijd
Description: Do you want to become a communication professional who knows the trends and target groups and is able to convey a message? During the programme Communication, you develop a broad basis that allows you to work at government institutions, organisations or creative start-ups later. For example, think cool campaigns for societal problems or put in the right advertising strategy. Communication is a huge field of expertise, so you choose a specialization in the third year. For example, follow the minor Journalism if you want to become a reporter. In this small-scale programme you get assigned your own coach. Also, you can count on the right support and guidance of our teachers. Study association Zin to get to know the city of The Hague? At the study association of the programme Communication you make friends around the world. Making fun is important, so you can join the city or go sports club of De Haagse Hogeschool. Do you like several fields of expertise? Our new programme Management & Organisation Track combines the fields of business, Human Resource Management, Facility Management and Communication.
Career prospects: After the programme, you can start working as a PR employee, policy officer, account manager, communication consultant or project coordinator. Your field of work is with companies, the government or organisations (profit and non-profit). You can also work as a self-employed person.
Overall opinion score: 3.6912280702
First-year female %: 81.437
Student count: 540.0
Unique ID: 3488_0"
3534_0,3534,Accountancy,Accountancy,Bachelor,Fulltime,Accountancy and Taxation,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/accountancy-voltijd,"Figures captivate you. This way you always check whether the receipt is correct and whether the discount has been passed on correctly. In the course Accountancy in The Hague, it's not only about numbers, but also about making and keeping organisations financially healthy. During the course, you're not constantly stuck in the books. You learn how to do it. That's not only more fun, but also more effective. You understand how numbers work and know the story behind it. This way you know how to make clear business analyses and control accounts. This way you grow into a professional with good social skills and knowledge of the latest technologies.","With your Bachelor's degree in Accountancy you have many opportunities on the labour market. You can get started as an assistant accountant or controller. For example, at an audit firm, company or government institution. A management function is also possible, for example as an advisor to the management. After your HBO programme you are not an accountant yet. To do this, you need to have sufficient work experience and study further for the AA or RA title.",3.4166666667000003,32.773,345.0,"Program name: Accountancy
Program name (EN): Accountancy
Type: Bachelor | Variant: Fulltime
Cluster: Accountancy and Taxation
URL: https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/accountancy-voltijd
Description: Figures captivate you. This way you always check whether the receipt is correct and whether the discount has been passed on correctly. In the course Accountancy in The Hague, it's not only about numbers, but also about making and keeping organisations financially healthy. During the course, you're not constantly stuck in the books. You learn how to do it. That's not only more fun, but also more effective. You understand how numbers work and know the story behind it. This way you know how to make clear business analyses and control accounts. This way you grow into a professional with good social skills and knowledge of the latest technologies.
Career prospects: With your Bachelor's degree in Accountancy you have many opportunities on the labour market. You can get started as an assistant accountant or controller. For example, at an audit firm, company or government institution. A management function is also possible, for example as an advisor to the management. After your HBO programme you are not an accountant yet. To do this, you need to have sufficient work experience and study further for the AA or RA title.
Overall opinion score: 3.4166666667000003
First-year female %: 32.773
Student count: 345.0
Unique ID: 3534_0"
3627_0,3627,Ondernemerschap & Retail Management,Entrepreneurship & Retail Management,Bachelor,Fulltime,Small Business and Retail Management,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/ondernemerschap-retail-management-voltijd,"Maybe you sold lemonade or earned your first money with car washes. Entrepreneurship, managing and guiding a store or business. Putting your hands out of your sleeves and doing something for and with society. Are you such a doer with thinking power? Then learn and experience the programme Entrepreneurship & Retail how to put a webshop, service or product well into the market. Retail is in full swing. Shopping in a shopping street is not natural anymore and we buy more and more online. In Entrepreneurship & Retail Management we train doers with thinking power. Entrepreneurship mainly teaches you how to do. So everything you learn during lectures, you commit to projects. Over the last two years, you specialize in entrepreneurship or retail.","You can start your own business as an independent entrepreneur or take over an existing business. Furthermore, you can start working in retail, as a manager in retail or wholesale. Or think of functions as a branch or department manager, account manager or product manager.",3.3116883117,25.269,619.0,"Program name: Ondernemerschap & Retail Management
Program name (EN): Entrepreneurship & Retail Management
Type: Bachelor | Variant: Fulltime
Cluster: Small Business and Retail Management
URL: https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/ondernemerschap-retail-management-voltijd
Description: Maybe you sold lemonade or earned your first money with car washes. Entrepreneurship, managing and guiding a store or business. Putting your hands out of your sleeves and doing something for and with society. Are you such a doer with thinking power? Then learn and experience the programme Entrepreneurship & Retail how to put a webshop, service or product well into the market. Retail is in full swing. Shopping in a shopping street is not natural anymore and we buy more and more online. In Entrepreneurship & Retail Management we train doers with thinking power. Entrepreneurship mainly teaches you how to do. So everything you learn during lectures, you commit to projects. Over the last two years, you specialize in entrepreneurship or retail.
Career prospects: You can start your own business as an independent entrepreneur or take over an existing business. Furthermore, you can start working in retail, as a manager in retail or wholesale. Or think of functions as a branch or department manager, account manager or product manager.
Overall opinion score: 3.3116883117
First-year female %: 25.269
Student count: 619.0
Unique ID: 3627_0"
3627_1,3627,Ondernemerschap & Retail Management,Entrepreneurship & Retail Management,Bachelor,Parttime,Small Business and Retail Management,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/ondernemerschap-retail-management-deeltijd,"As an entrepreneur or retailer, you want to further explore all aspects of entrepreneurship and managing and guiding people. During the part-time Entrepreneurship & Retail Management programme, you will learn everything about consumer behaviour, customer journey, omnichannel and innovative business models. You will learn to look at issues from different perspectives, in which you will consider everyone's interests. This way you will work on a successful future in which you will seize opportunities for your department, brand or company. This 4-year part-time education is ideal for working professionals, because you can choose the order in which you work on the modules and where you put the emphasis on. This way you will develop exactly the knowledge and skills you need to respond to the rapid changes in your work.",,3.3116883117,25.269,619.0,"Program name: Ondernemerschap & Retail Management
Program name (EN): Entrepreneurship & Retail Management
Type: Bachelor | Variant: Parttime
Cluster: Small Business and Retail Management
URL: https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/ondernemerschap-retail-management-deeltijd
Description: As an entrepreneur or retailer, you want to further explore all aspects of entrepreneurship and managing and guiding people. During the part-time Entrepreneurship & Retail Management programme, you will learn everything about consumer behaviour, customer journey, omnichannel and innovative business models. You will learn to look at issues from different perspectives, in which you will consider everyone's interests. This way you will work on a successful future in which you will seize opportunities for your department, brand or company. This 4-year part-time education is ideal for working professionals, because you can choose the order in which you work on the modules and where you put the emphasis on. This way you will develop exactly the knowledge and skills you need to respond to the rapid changes in your work.
Overall opinion score: 3.3116883117
First-year female %: 25.269
Student count: 619.0
Unique ID: 3627_1"
3627_2,3627,Ondernemerschap & Retail Management,Entrepreneurship & Retail Management,Bachelor,Dual,Small Business and Retail Management,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/ondernemerschap-retail-management-duaal,"Do you want to develop yourself into a widely trained entrepreneur, marketing professional or management professional? Then the 4-year dual programme Entrepreneurship & Retail Management is a good choice. You will then work and learn at the same time, gaining knowledge about entrepreneurship, e-commerce, consumer behavior, the customer journey, omnichannel and business models. Each week you will come to school for education and guidance. You will then put your new knowledge and skills into practice immediately. By working with students from other programmes and with other backgrounds, you will develop yourself into a multidisciplinary professional from all markets at home. You will also choose the order in which you work on the modules and in which you want to specialise. Whatever your choice is: thanks to your close collaboration with the field of work, the subject is always up-to-date.","After following this programme, you will have every opportunity and opportunity to prove yourself as a retail manager, account manager or branch manager. As a specialist in e-commerce, consumer behaviour, customer journey, omnichannel and innovative business models, you will be at the heart of the organisation. If you follow the outflow profile Retailmangement, you will send a team of specialists as a manager and advise management. If you choose the outflow profile Entrepreneurship, you will have all the tools to run an independent company.",3.3116883117,25.269,619.0,"Program name: Ondernemerschap & Retail Management
Program name (EN): Entrepreneurship & Retail Management
Type: Bachelor | Variant: Dual
Cluster: Small Business and Retail Management
URL: https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/ondernemerschap-retail-management-duaal
Description: Do you want to develop yourself into a widely trained entrepreneur, marketing professional or management professional? Then the 4-year dual programme Entrepreneurship & Retail Management is a good choice. You will then work and learn at the same time, gaining knowledge about entrepreneurship, e-commerce, consumer behavior, the customer journey, omnichannel and business models. Each week you will come to school for education and guidance. You will then put your new knowledge and skills into practice immediately. By working with students from other programmes and with other backgrounds, you will develop yourself into a multidisciplinary professional from all markets at home. You will also choose the order in which you work on the modules and in which you want to specialise. Whatever your choice is: thanks to your close collaboration with the field of work, the subject is always up-to-date.
Career prospects: After following this programme, you will have every opportunity and opportunity to prove yourself as a retail manager, account manager or branch manager. As a specialist in e-commerce, consumer behaviour, customer journey, omnichannel and innovative business models, you will be at the heart of the organisation. If you follow the outflow profile Retailmangement, you will send a team of specialists as a manager and advise management. If you choose the outflow profile Entrepreneurship, you will have all the tools to run an independent company.
Overall opinion score: 3.3116883117
First-year female %: 25.269
Student count: 619.0
Unique ID: 3627_2"
3764_0,3764,Bestuurskunde/Overheidsmanagement,Public Administration,Bachelor,Fulltime,Public Administration,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/international-public-policy-and-leadership,"Are you interested in how problems such as climate change, economic disparity and human rights are tackled by governments, NGOs and influential organisations around the world? Would you like to be the one making a change, cracking wicked problems and the world is most persistent issues, resulting in a positive and permanent change? Then International Public Policy and Leadership (IPPL) is the programme for you. The world is changing significantly fast. We need game-changers who can make quick and good decisions and are expert in unravelling main issues. We will teach you the tools of the trade, why it is happening policy briefs and issues papers, developing impact campaigning, producing documents, or acting at international level.","The possibilities vary greatly. Both government and business is a possible employer and organisations in both sectors come in many types and sizes. Our students usually find four types of functions: policy officer, project manager, operational manager or organizational supporter. Their qualities are needed, as it turns out. A PO student finds a job faster than average and receives an above average wage.",3.7030567686,48.705,582.0,"Program name: Bestuurskunde/Overheidsmanagement
Program name (EN): Public Administration
Type: Bachelor | Variant: Fulltime
Cluster: Public Administration
URL: https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/international-public-policy-and-leadership
Description: Are you interested in how problems such as climate change, economic disparity and human rights are tackled by governments, NGOs and influential organisations around the world? Would you like to be the one making a change, cracking wicked problems and the world is most persistent issues, resulting in a positive and permanent change? Then International Public Policy and Leadership (IPPL) is the programme for you. The world is changing significantly fast. We need game-changers who can make quick and good decisions and are expert in unravelling main issues. We will teach you the tools of the trade, why it is happening policy briefs and issues papers, developing impact campaigning, producing documents, or acting at international level.
Career prospects: The possibilities vary greatly. Both government and business is a possible employer and organisations in both sectors come in many types and sizes. Our students usually find four types of functions: policy officer, project manager, operational manager or organizational supporter. Their qualities are needed, as it turns out. A PO student finds a job faster than average and receives an above average wage.
Overall opinion score: 3.7030567686
First-year female %: 48.705
Student count: 582.0
Unique ID: 3764_0"
3764_2,3764,Bestuurskunde/Overheidsmanagement,Public Administration,Bachelor,Dual,Public Administration,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/bestuurskunde-overheidsmanagement,"His social studies, history and economics are your favourite subjects and are you interested in public administration and politics? Then the programme Public Administration & Government Management in The Hague, the political heart of the Netherlands, is really something for you. You learn a lot about administrative practice and gain insights from political science, sociology and economics. You analyse social problems and propose workable solutions to them. In short, you look at issues from all sides. Public administration is a dual education. In the first two years you follow intensive education. Over the last two years, you apply the knowledge and skills acquired four days a week in a workplace. This way you study with relevant work experience in your pocket. A good start of your career!","The possibilities vary greatly. Both government and business is a possible employer and organisations in both sectors come in many types and sizes. Our students usually find four types of functions: policy officer, project manager, operational manager or organizational supporter. Their qualities are needed, as it turns out. A PO student finds a job faster than average and receives an above average wage.",3.7030567686,48.705,582.0,"Program name: Bestuurskunde/Overheidsmanagement
Program name (EN): Public Administration
Type: Bachelor | Variant: Dual
Cluster: Public Administration
URL: https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/bestuurskunde-overheidsmanagement
Description: His social studies, history and economics are your favourite subjects and are you interested in public administration and politics? Then the programme Public Administration & Government Management in The Hague, the political heart of the Netherlands, is really something for you. You learn a lot about administrative practice and gain insights from political science, sociology and economics. You analyse social problems and propose workable solutions to them. In short, you look at issues from all sides. Public administration is a dual education. In the first two years you follow intensive education. Over the last two years, you apply the knowledge and skills acquired four days a week in a workplace. This way you study with relevant work experience in your pocket. A good start of your career!
Career prospects: The possibilities vary greatly. Both government and business is a possible employer and organisations in both sectors come in many types and sizes. Our students usually find four types of functions: policy officer, project manager, operational manager or organizational supporter. Their qualities are needed, as it turns out. A PO student finds a job faster than average and receives an above average wage.
Overall opinion score: 3.7030567686
First-year female %: 48.705
Student count: 582.0
Unique ID: 3764_2"
3834_0,3834,Facility Management,Facility Management,Bachelor,Fulltime,Facility Management,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/facility-management-voltijd,"From camera crews in a recreation park to signposting at Schiphol. As a facility manager, you can make sure that everything works flawlessly. You are proactive, solution-oriented and a real approacher. You can recognise the trends and adapt to change. At Facility Management at The Hague University of Applied Sciences you work together a lot. The programme is small-scale and personal. You really have a place where you feel at home. At Facility Management you learn how to make sure that everyone can work as pleasantly and efficiently as possible. The building, all the equipment and the cafeteria must continue to function perfectly. During your internships you will notice how dynamic and varied the work is. At De Haagse you mainly learn how to do it. Expect many practical assignments, guest classes and the best internships.","Facility managers can be found in all kinds of companies and organisations. The profession is fascinating and versatile, with a sea of possibilities. As a facility manager you have a management and advisory function in the field of facility support. In the event business, health care, government, business or education. In large companies with their own facility service such as a bank or hospital. But also in specialist companies and consulting firms",3.75,59.633,493.0,"Program name: Facility Management
Program name (EN): Facility Management
Type: Bachelor | Variant: Fulltime
Cluster: Facility Management
URL: https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/facility-management-voltijd
Description: From camera crews in a recreation park to signposting at Schiphol. As a facility manager, you can make sure that everything works flawlessly. You are proactive, solution-oriented and a real approacher. You can recognise the trends and adapt to change. At Facility Management at The Hague University of Applied Sciences you work together a lot. The programme is small-scale and personal. You really have a place where you feel at home. At Facility Management you learn how to make sure that everyone can work as pleasantly and efficiently as possible. The building, all the equipment and the cafeteria must continue to function perfectly. During your internships you will notice how dynamic and varied the work is. At De Haagse you mainly learn how to do it. Expect many practical assignments, guest classes and the best internships.
Career prospects: Facility managers can be found in all kinds of companies and organisations. The profession is fascinating and versatile, with a sea of possibilities. As a facility manager you have a management and advisory function in the field of facility support. In the event business, health care, government, business or education. In large companies with their own facility service such as a bank or hospital. But also in specialist companies and consulting firms
Overall opinion score: 3.75
First-year female %: 59.633
Student count: 493.0
Unique ID: 3834_0"
3834_1,3834,Facility Management,Facility Management,Bachelor,Parttime,Facility Management,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/facility-management-deeltijd,"As a facility manager, you're a real spider in the web. That's why you learn to look beyond the boundaries of your own field during the part-time programme Facility Management. Together with students from the Business Administration and Human Resource Management programmes, you can work on overarching themes such as sustainability, service and circular economy. You can develop into an all-round facility professional. Through our close collaboration with the field of work, the Facility Management programme is always up-to-date. You can use the knowledge and skills you gain directly to your advantage on the workplace floor. For example, in the professional products you work out. So your employer gets better. As a multidisciplinary facility professional, you have a bright future because you're attractive to a wide range of organizations.","Facility managers can be found in all kinds of companies and organisations. The profession is fascinating and versatile, with a sea of possibilities. As a facility manager you have a management and advisory function in the field of facility support. In the event business, health care, government, business or education. In large companies with their own facility service such as a bank or hospital. But also in specialist companies and consulting firms",3.75,59.633,493.0,"Program name: Facility Management
Program name (EN): Facility Management
Type: Bachelor | Variant: Parttime
Cluster: Facility Management
URL: https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/facility-management-deeltijd
Description: As a facility manager, you're a real spider in the web. That's why you learn to look beyond the boundaries of your own field during the part-time programme Facility Management. Together with students from the Business Administration and Human Resource Management programmes, you can work on overarching themes such as sustainability, service and circular economy. You can develop into an all-round facility professional. Through our close collaboration with the field of work, the Facility Management programme is always up-to-date. You can use the knowledge and skills you gain directly to your advantage on the workplace floor. For example, in the professional products you work out. So your employer gets better. As a multidisciplinary facility professional, you have a bright future because you're attractive to a wide range of organizations.
Career prospects: Facility managers can be found in all kinds of companies and organisations. The profession is fascinating and versatile, with a sea of possibilities. As a facility manager you have a management and advisory function in the field of facility support. In the event business, health care, government, business or education. In large companies with their own facility service such as a bank or hospital. But also in specialist companies and consulting firms
Overall opinion score: 3.75
First-year female %: 59.633
Student count: 493.0
Unique ID: 3834_1"
