location_id,program_id,career_alignment_score,career_prospects,teacher_engagement_score,program_start_date,teacher_quality_score,progression_to_year2_pct,continue_study_after_pct,curriculum_content_score,english_material_score,diploma_level_pct,description,program_diploma_pct,program_variant,choose_again_score,atmosphere_score,study_guidance_score,study_load_score,study_facilities_score,assessment_evaluation_score,url,url_en,overall_opinion_score,funding_type,cluster,first_year_students,first_year_female_pct,joint_degree,latest_program_year,name,program_name,program_name_en,n_overall_opinion,education_level,sector,institution_type,program_type,student_count,study_load_hours,degree_title,admission_requirements_mbo,increased_tuition_intensive_program,legal_additional_requirements_havo,legal_additional_requirements_vwo,legal_prior_education_havo,legal_prior_education_vwo,text_length,text_en
114,3326,3.7573964497,"Als je gaat werken voor een klein bureau, kan dat zijn als ontwerper, uitwerker, constructeur of een combinatie daarvan. Je kunt ook je eigen bureau opzetten. Dan ben je niet de eerste bachelor van De Haagse die dat doet. Natuurlijk hebben ook grote bedrijven ontwerpers nodig. Op hun ontwerp- en ontwikkelafdelingen heb je meer mogelijkheden om door te groeien naar de functie van projectleider. Industrieel ontwerp is een internationale sector, waar veel werk over de grenzen gedaan wordt.",3.7446189645,2003-09-01,3.7018229167,73.2142857143,14.2857142857,3.6606217617,3.8617021277,46.5863453815,"Industrieel ontwerpers combineren vindingrijkheid met technische knowhow. Zo ontwikkelen ze mooie én innovatieve producten. Een lamp, een drone of een sportrolstoel; alles is door iemand bedacht en ontworpen. Een industrieel ontwerper komt met spullen die het leven makkelijker, leuker of duurzamer maken. Bij de opleiding Industrieel Product Ontwerpen (IPO) leer je dat. In de eerste weken ga je direct aan de slag voor een echte opdrachtgever. Docenten ondersteunen je daarbij en leggen alles uit over schetsen, modelbouw en 3D-CAD. Ook krijg je vakken als produceren & materialen, wiskunde en vormgeving. Stap voor stap leer je wat je moet weten. Tijdens je stage merk je dat je klaar bent voor de praktijk. En na je afstuderen ben je ingenieur.",41.7670682731,Fulltime,3.8031088083,4.3367875648,3.8546511628,3.203125,4.0,3.5034904014,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/industrieel-product-ontwerpen,,3.7435897436,Bekostigd,Industrieel Produkt Ontwerpen,147.0,55.102,0,2024.0,Industrieel Product Ontwerpen,Industrieel Product Ontwerpen,Industrial Design Engineering,195.0,Bachelor,Techniek,HBO,Bachelor,524.0,240,Bachelor of Science,Direct toelaatbaar,0,,,"Havo met profiel EM (met Natuurkunde), NT, NG (met Natuurkunde of Natuur, leven en technologie of Onderzoek en ontwerpen).","Vwo met profiel EM, NG, NT.",1000.0,"Industrial Product Design and Training Bachelor Go to content Main navigation - Dutch Logo of De Haagse Hogeschool, go to homepage Search Nederlands Login Close Ask your question about the programme Ask your question about application Subscribe to this programme Come to our Open Day on Saturday 1 November Something for you? At the full-time industrial product design programme (IPO) you combine creativity and technology. You learn from experienced teachers who often work as an industrial designer how products are put together and how you get from a sketch to a final product. Read more A lamp, a multitool, a chair, a drilling machine or a care robot. In general, a design comes into play. By combining your creativity with knowledge and skills, you will come up with products that make life easier, fun or more sustainable."
114,3390,3.7777777778,"In een adviserende functie of als hoofd financiële administratie of financieel analist. Vaak kom je terecht op de financieel-administratieve afdeling van een bedrijf. Je hebt veel doorgroeimogelijkheden. Ook kun je je als zelfstandige vestigen, zowel in Nederland als in de rest van de Europese Unie. Financiën, bedrijfsprocessen en informatie. Daar draait het voor een financieel deskundige om. Na je studie Bedrijfseconomie ben je op de hoogte van alle interne financiële aspecten en kun je het financiële beleid van een onderneming uitstippelen. Daarbij voel je feilloos aan welke externe factoren van belang zijn. Voor het schrijven van een financieel jaarverslag draai jij je hand niet om. Vanuit je deskundigheid zoek je naar toepassingen en mogelijkheden om bedrijfsmatige zaken te verbeteren. Je werkt samen met collega's van andere afdelingen en rapporteert aan het management. Als je bij een klein bedrijf gaat werken, ben je al snel de allround financiële vakman. Wil je carrière maken bij een middelgroot of groot bedrijf, dan heb je vele mogelijkheden. Beginnend als plannings- of budgetteringsmedewerker kun je bijvoorbeeld doorgroeien naar een leidinggevende functie of allround businessanalist. Andere mogelijke functies zijn: accountmanager van een financiële dienstverlener, controller, risicomanager en treasurymanager. Werk je liever voor jezelf? Je kunt je als zelfstandig onde…",3.6998910675,2003-09-01,3.6479468599,55.1554828151,18.75,3.6108490566,3.9086021505,38.0228136882,"Recently, global businesses had to accommodate shortages in supply chains, rising energy prices and greener processes and products. Financial planning and risk management are key now – regardless of business size. Our hands-on four-year International Financial Management Control (IFMC) programme, learns you how to help companies with addressing these challenges. To assist seizing new opportunities, overseeing risk and cash management, working capital and optimal funding needs. You learn how to turn numbers into sustainable business growth. To improve our world and see the bigger picture. With the IFMC programme you will have a strong foundation for all finance related issues and skills that will get your ‘foot in the door’ when graduating. Our profession-oriented programme is crammed with real-life business scenarios and skills-based assignments. You will have perfect employability skills, make new friends and be a valuable member of our IFMC community. Lecturers are called by their first names while sharing their own international business experiences. Finance will be explained from both an entrepreneurial and ethical perspective together with management and marketing details, in the inclusive, practical setting offered by our university of applied sciences. But the main focus",33.460076045600005,Fulltime,3.6543778802,3.8944954128,3.65,3.2122641509000003,3.8401826484,3.5653594771000003,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/finance-control-voltijd,,3.7316017316,Bekostigd,Bedrijfseconomie,206.0,29.126,0,2024.0,Finance & Control,Finance & Control,Finance & Control,231.0,Bachelor,Economie en Bedrijf,HBO,Bachelor,725.0,240,Bachelor of Science,Direct toelaatbaar,0,,,"Havo met profiel EM, CM (met (Bedrijfseconomie of Economie of M&O) en (Wiskunde A of Wiskunde B)), NG (met Bedrijfseconomie of Economie of M&O), NT.","Vwo met profiel EM, CM, NG, NT.",1000.0,"Finance & Control programme ""Bachelor"" Go to content Main navigation - Dutch Logo of The Hague University of Applied Sciences, go to homepage Search Nederlands Login Close Ask your question about the programme Ask your question about the programme Sign up for this programme Come to our Open Day on Saturday 1 November Something for you? With the study Finance & Control (formerly Business Economics) you will be welcomed everywhere with open arms. As a business economist, you will ensure that every company or organisation is on the right financial course. Read more You are also widely employable because you get different subjects. From accounting to risk management. From cost analysis to circular business. And every part we link equally to application in practice, in collaboration with and for companies. That makes this HBO study really practical? That you are an approachr and love people."
114,3390,3.9285714286,"In een adviserende functie of als hoofd financiële administratie of financieel analist. Vaak kom je terecht op de financieel-administratieve afdeling van een bedrijf. Je hebt veel doorgroeimogelijkheden. Ook kun je je als zelfstandige vestigen, zowel in Nederland als in de rest van de Europese Unie. Financiën, bedrijfsprocessen en informatie. Daar draait het voor een financieel deskundige om. Na je studie Bedrijfseconomie ben je op de hoogte van alle interne financiële aspecten en kun je het financiële beleid van een onderneming uitstippelen. Daarbij voel je feilloos aan welke externe factoren van belang zijn. Voor het schrijven van een financieel jaarverslag draai jij je hand niet om. Vanuit je deskundigheid zoek je naar toepassingen en mogelijkheden om bedrijfsmatige zaken te verbeteren. Je werkt samen met collega's van andere afdelingen en rapporteert aan het management. Als je bij een klein bedrijf gaat werken, ben je al snel de allround financiële vakman. Wil je carrière maken bij een middelgroot of groot bedrijf, dan heb je vele mogelijkheden. Beginnend als plannings- of budgetteringsmedewerker kun je bijvoorbeeld doorgroeien naar een leidinggevende functie of allround businessanalist. Andere mogelijke functies zijn: accountmanager van een financiële dienstverlener, controller, risicomanager en treasurymanager. Werk je liever voor jezelf? Je kunt je als zelfstandig onde…",4.425925925900001,2003-09-01,4.1875,56.0,6.6666666667,3.9285714286,,23.2876712329,"Naast je werk als financiële professional wil je jezelf verder verdiepen en werken aan je toekomst. Dankzij de 4-jarige deeltijdopleiding Finance & Control ben jij straks van onschatbare waarde voor je organisatie, doordat je grondige analyses en betrouwbare adviezen op kunt stellen. Deze opleiding is door zijn flexibele inrichting ideaal voor werkende financiële experts: je kiest zelf wanneer je de modules volgt en waar je de nadruk op legt. Met de lesstof ga je vervolgens direct in de praktijk aan de slag. Door jezelf verder te ontwikkelen, doe je de kennis en kunde op om snel in te spelen op veranderingen in je beroepspraktijk. Zo blijf je steeds aantrekkelijk voor werkgevers.",21.9178082192,Parttime,,4.5714285714,4.1000000000000005,,3.5714285714000003,4.0277777778,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/finance-control-deeltijd,,3.7316017316,Bekostigd,Bedrijfseconomie,206.0,29.126,0,2024.0,Finance & Control,Finance & Control,Finance & Control,231.0,Bachelor,Economie en Bedrijf,HBO,Bachelor,725.0,240,Bachelor of Science,Direct toelaatbaar,0,,,"Havo met profiel EM, CM (met (Bedrijfseconomie of Economie of M&O) en (Wiskunde A of Wiskunde B)), NG (met Bedrijfseconomie of Economie of M&O), NT.","Vwo met profiel EM, CM, NG, NT.",1000.0,"Finance & Control training Bachelor Go to content Main navigation - Dutch Logo of The Hague University of Applied Sciences, go to homepage Search Nederlands Login Close Ask your question about the programme Call me back View the FAQ about the Pro programmes Sign up for this programme Visit our information evening on October 16th Something for you? You want to give your career in finance a firm boost. As a professional expert to make your opinion count. That's the leap forward you're making with the part-time programme Finance & Control. Read more The part-time programme Finance & Control is working on your future, so that everyone will soon be able to rely on you for thorough analysis and reliable advice. You are well implemented in all financial processes and work optimally with other departments. This makes you of invaluable and practical."
114,3390,,"De arbeidsmarkt staat te springen om specialisten op financieel gebied. Iedere onderneming heeft behoefte aan expertise op het gebied van finance. Volg je deze opleiding, dan heb je veel mogelijkheden om een stap te zetten in je carrière. Word dé specialist binnen een financiële afdeling van een organisatie als controller, financieel analist of financieel auditor. Of wat dacht je van leiding geven als financieel manager aan een financiële afdeling? Deze bachelor opent deuren naar ontwikkeling en groei!",,2003-09-01,,,,,,,"Met de 4-jarige duale bacheloropleiding Finance & Control combineer je werken en leren. Je verdiept en verbreed je financiële expertise en groeit verder binnen je vakgebied. Bijvoorbeeld naar de functie van controller of financieel manager. Je leert financiële vraagstukken analyseren en oplossen aan de hand van cases en een businessgame. De laatste 2 jaar van de opleiding verdiep je je in onderwerpen als meervoudige waardecreatie, risicomanagement en leiderschap.",,Dual,,,,,,,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/finance-control-duaal,,3.7316017316,Bekostigd,Bedrijfseconomie,206.0,29.126,0,2024.0,Finance & Control,Finance & Control,Finance & Control,231.0,Bachelor,Economie en Bedrijf,HBO,Bachelor,725.0,240,Bachelor of Science,Direct toelaatbaar,0,,,"Havo met profiel EM, CM (met (Bedrijfseconomie of Economie of M&O) en (Wiskunde A of Wiskunde B)), NG (met Bedrijfseconomie of Economie of M&O), NT.","Vwo met profiel EM, CM, NG, NT.",1000.0,"Finance & Control uitgevoering .Bachelor Go to content Main navigation - Dutch Logo van De Haagse Hogeschool, ga naar de homepage Zoeken Nederlands Login Close Ask your question about the programme Call me back View the FAQ about the Pro programmes Sign up for this programme Visit our information evening on 16 October Something for you? You work in the financial domain and want to boost your career with an HBO degree in pocket. You have already learned in practice, but want to develop your knowledge and experience further, for example by thinking about strategic issues such as a large investment project. Read more Whether you want to continue to analyze financial reporting as a finance controller. Or what did you think of leading a financial department as a financial manager? The Bachelor Finance & Control dual opens doors to further growth and development!"
114,3431,3.5265486726,"Met het inzicht in de marktmechanismen dat je als commercieel econoom hebt, kun je in allerlei organisaties gaan werken, zowel in het bedrijfsleven als bij de overheid. Je kunt bijvoorbeeld accountmanager worden of marketingplanner, consultant of marktonderzoeker. Ook kun je in een adviserende functie terechtkomen.",3.5574074074,2003-09-01,3.5030487805000003,55.7562076749,28.7234042553,3.4435483871000003,3.4390243902,41.7543859649,"Met de opleiding Commerciële Economie groei jij uit tot marketingexpert in jouw vakgebied. In het eerste jaar kies je welk vakgebied dat is. Kies je voor Creative marketing & Social Media? Je kruipt dan in het hoofd van de consument, volgt trends en weet hoe je onderzoek inzet om behoeftes in kaart te brengen. Met gerichte acties maak je van een merk of bedrijf een succes. Neem wereldwijde merken als Nike, Coca-Cola en Apple. Deze merken vertellen een verhaal of dragen een sterke en overtuigende boodschap uit. Valt je keuze op Data Driven Marketing, dan leer je wat allemaal nodig is om een marketingorganisatie slim in te richten. Zo zorg je dat klanten zich persoonlijk aangesproken voelen en het marketingbudget optimaal wordt besteed. Maar ook dat bedrijven verantwoord en vertrouwelijk met informatie over klanten en koopgedrag omgaan. Spreekt de digitale wereld jou aan en wil je alles weten over e-commerce en e-mailmarketing? Kies dan voor Digital Marketing & Sales. Bij deze studie leer je wie je doelgroep is, wat je boodschap is en hoe je die het beste verkoopt. Zo groei je uit tot een succesvolle accountmanager die zijn klanten goed begrijpt.",38.7719298246,Fulltime,3.53125,3.9140625,3.5673076923,3.0650406504000003,3.7109375,3.5523415978,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/commerciele-economie-voltijd,,3.65625,Bekostigd,Commerciële economie,141.0,37.589,0,2024.0,Commerciële Economie,Commerciële Economie,Marketing Management,128.0,Bachelor,Economie en Bedrijf,HBO,Bachelor,517.0,240,Bachelor of Science,Direct toelaatbaar,0,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT.",1000.0,"Commercial Economics programme &gt; Bachelor Go to content Main navigation - Dutch Logo of The Hague University of Applied Sciences, go to homepage Search Nederlands Login Close Ask your question about the programme Ask your question about the application Subscribe to this programme Come to our Open Day on Saturday 1 November Something for you? How do you make a product go viral? How do you make a success of a good goal? With the programme Commercial Economy you grow into a marketing expert in your field. This can be done in 3 variants, for which you choose from the first year onwards. Read more Are you going to follow the programme Commercial Economy (CE), then you will choose from 3 variants: Creative Marketing &amp; Social Media Nike, Coca-Cola and Apple are successful brands worldwide. They tell a story or deliver a strong message, which convinces the consumer or customer. You get into the consumer's head, follow trends and know how your research efforts to map your needs."
114,3431,,"Met het inzicht in de marktmechanismen dat je als commercieel econoom hebt, kun je in allerlei organisaties gaan werken, zowel in het bedrijfsleven als bij de overheid. Je kunt bijvoorbeeld accountmanager worden of marketingplanner, consultant of marktonderzoeker. Ook kun je in een adviserende functie terechtkomen.",,2003-09-01,,,,,,15.7142857143,"Consumentengedrag en marktmechanismen, daar draait het om bij de opleiding Marketing Management. Jij weet straks hoe je een grondige concurrentieanalyse en een winnende marketingstrategie maakt. Je denkt in kansen en mogelijkheden en pakt die met beiden handen aan. Deze waardevolle kwaliteit ontwikkel je verder bij deze flexibele en praktijkgerichte deeltijdopleiding. Ideaal voor de werkende professional! Je kiest tijdens deze vierjarige studie zelf in welke volgorde je aan modules werkt en waar je de nadruk op legt. Kortom, een perfecte basis voor een leven lang ontwikkelen. Zo ben en blijf je aantrekkelijk voor werkgevers. Ook blijf je de toekomst telkens een stap voor, omdat je over de kennis en kunde beschikt om je snel aan te passen aan de veranderingen in de beroepspraktijk.",15.7142857143,Parttime,,,,,,,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/commerciele-economie-marketing-management,,3.65625,Bekostigd,Commerciële economie,141.0,37.589,0,2024.0,Commerciële Economie,Commerciële Economie,Marketing Management,128.0,Bachelor,Economie en Bedrijf,HBO,Bachelor,517.0,240,Bachelor of Science,Direct toelaatbaar,0,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT.",1000.0,"Commercial Economics &amp; Marketing Management programme Bachelor Go to content Main navigation - Dutch Logo of De Haagse Hogeschool, go to homepage Search Nederlands Login Close Ask your question about the programme Call me back View the FAQ about the Pro programmes Sign up for this programme Visit our information evening on October 16th Something for you? You want to give your career a firm boost. Not being a cog in the company, but being a professional expert in the company. A hub with so much knowledge and skills that counts for your opinion. Read more That's the leap you're taking with Marketing Management, where you're learning everything about consumer behaviour and market mechanisms. That's working on your future, so that everyone's working with you for thorough competitive analysis and the winning marketing strategy."
114,3431,,"Na het volgen van deze opleiding heb je alle kansen en mogelijkheden om jezelf te bewijzen als brand specialist, online marketeer of content specialist. Als marketingexpert geef jij advies over offline en online marketing en sales. Jij bent als hbo-opgeleide professional kortom meer dan welkom bij iedere commerciële onderneming die de markt wil bestormen met creatieve en innovatieve businessmodellen.",,2003-09-01,,,,,,,"Ben jij een commercieel talent en wil je meer te weten komen over marketing, consumentengedrag en marktmechanismen? Start dan naast je werk met de duale opleiding Commerciële Economie | Marketing Management. Je gaat daarbij 2 dagen per week naar school om alles te leren over data-analyse, online marketing, marketingstrategieën en waardecreatie. Die kennis en kunde breng je vervolgens meteen in de praktijk. Als marketingdeskundige ben je breed inzetbaar. Daarom werk je tijdens deze opleiding samen met studenten van andere opleidingen en met andere achtergronden. Zo leer je van elkaar en word jij een zelfstandige, allround marketeer die de online aanwezigheid van een organisatie op een hoger niveau kan brengen.",,Dual,,,,,,,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/commerciele-economie-marketing-management-duaal,,3.65625,Bekostigd,Commerciële economie,141.0,37.589,0,2024.0,Commerciële Economie,Commerciële Economie,Marketing Management,128.0,Bachelor,Economie en Bedrijf,HBO,Bachelor,517.0,240,Bachelor of Science,Direct toelaatbaar,0,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT.",1000.0,"Commercial Economics &amp; Marketing Management programme Bachelor Go to content Main navigation - Dutch Logo of De Haagse Hogeschool, go to homepage Search Nederlands Login Close Ask your question about the programme Call me back View the FAQ about the Pro programmes Sign up for this programme Visit our information evening on 16 October Something for you? Work in a commercial environment and you can see opportunities to further develop yourself into a full professional expert? Do you want to perform more than operational activities? Get your chance now. Read more By working and learning to combine you will learn in this dual bachelor hands on practice and you will get the independence within your marketing department you so require. Become a key in data analysis or the specialist to raise the online presence of your company to a higher level. It's time to get recognition for your commercial talent! During this flexible, dual programme you'll be at your school for 2 days."
114,3488,3.6439393939,"Na de opleiding kun je gaan werken als pr-medewerker, beleidsvoorlichter, accountmanager, communicatieadviseur of projectcoördinator. Je werkveld ligt bij bedrijven, de overheid of bij organisaties (profit- en non-profit). Je kunt ook als zelfstandige aan de slag.",3.6285714286,2003-09-01,3.5839285714,74.2857142857,11.8421052632,3.5251766784000003,4.083333333300001,52.1235521236,"Wil je uitgroeien uit tot een communicatieprofessional die de trends en doelgroepen kent en een boodschap goed weet over te brengen? Bij de opleiding Communicatie ontwikkel je een brede basis waarmee je later aan de slag kunt bij overheidsinstellingen, organisaties of creatieve startups. Bedenk bijvoorbeeld toffe campagnes voor maatschappelijke problemen of zet de juiste reclamestrategie in. Communicatie is een enorm breed vakgebied, daarom kies je in het derde jaar een specialisatie. Volg bijvoorbeeld de minor Journalistiek als je verslaggever wil worden. Bij deze kleinschalige opleiding krijg je een eigen coach toegewezen. Ook kun je rekenen op de juiste steun en begeleiding van onze docenten. Studievereniging Zin om de stad Den Haag te leren kennen? Bij de studievereniging van de opleiding Communicatie maak je vrienden over de hele wereld. Plezier maken is belangrijk, dus duik samen de stad in of ga sporten bij een van de sportverenigingen van De Haagse Hogeschool. Vind je meerdere vakgebieden interessant? Onze nieuwe programma Management & Organisatie Track combineert de vakgebieden Bedrijfskunde, Human Resource Management, Facility Management en Communicatie.",48.0694980695,Fulltime,3.5265017668,3.890459364,3.6302681992,3.0530035336,3.7922535211,3.4946428571,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/communicatie-voltijd,,3.6912280702,Bekostigd,Communicatie,167.0,81.437,0,2024.0,Communicatie ,Communicatie,Communication,285.0,Bachelor,Taal en Communicatie,HBO,Bachelor,540.0,240,Bachelor of Arts,Direct toelaatbaar,0,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT.",1000.0,"Communicatie opleiding и Bachelor Go to content Main navigation - Dutch Logo van De Haagse Hogeschool, ga naar de homepage Zoeken Nederlands Login Close Ask your question about the programme Ask your question about the programme Subscribe to this programme Come to our Open Day on Saturday 1 November Something for you? Do you know what's going on in society and are you creative in language? Do you like to know how to achieve different target groups and how to change people's behavior with the right message? Read more Then the programme Communication is something for you. During this study, you will develop a broad basis that will allow you to work with government institutions, large organisations or small and creative start-ups after your training. During the programme, you will think up cool campaigns for societal problems."
114,3534,3.625,"Met je bachelordiploma Accountancy heb je veel kansen op de arbeidsmarkt. Je kunt direct aan de slag als assistent-accountant of controller. Bijvoorbeeld bij een accountantskantoor, bedrijf of overheidsinstelling. Ook een managementfunctie behoort tot de mogelijkheden, bijvoorbeeld als adviseur van de directie. Na je hbo-opleiding ben je nog geen accountant. Daarvoor moet je voldoende werkervaring hebben én verder studeren voor de AA- of de RA-titel.",3.4928940568,2003-09-01,3.3505747126000003,48.7106017192,13.7931034483,3.4929775281,2.9508196721,24.2053789731,"Cijfers boeien jou. Zo check je altijd of de kassabon klopt en of korting goed is doorberekend. Bij de opleiding Accountancy in Den Haag gaat het niet alleen over cijfers, maar ook over het financieel gezond maken en houden van organisaties. Tijdens de opleiding zit je niet continu met je neus in de boeken. Je leert vooral door te doen. Dat is niet alleen leuker, maar ook veel effectiever. Je doorgrondt hoe cijfers werken en kent het verhaal daarachter. Hierdoor weet je hoe je heldere bedrijfsanalyses maakt en jaarrekeningen controleert. Zo groei je uit tot een professional met goede sociale vaardigheden en kennis van de laatste technologieën.",19.5599022005,Fulltime,3.3789473684,3.6947368421,3.5448717949,3.595505618,3.6526315789,3.4282945736,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/accountancy-voltijd,,3.4166666667000003,Bekostigd,Accountancy en fiscaal,119.0,32.773,0,2024.0,Accountancy,Accountancy,Accountancy,96.0,Bachelor,Economie en Bedrijf,HBO,Bachelor,345.0,240,Bachelor of Science,Direct toelaatbaar,0,,,"Havo met profiel EM, CM (met (Bedrijfseconomie of Economie of M&O) en (Wiskunde A of Wiskunde B)), NG (met Bedrijfseconomie of Economie of M&O), NT.","Vwo met profiel EM, CM, NG, NT.",1000.0,"Accountancy programme Bachelor Go to content Main navigation - Dutch Logo of The Hague University of Applied Sciences, go to homepage Search Nederlands Login Close Ask your question about the programme Ask your question about application Subscribe to this programme Come to our Open Day on Saturday 1 November Something for you? As a real figure, you want to study Accountancy. At The Hague University of Applied Sciences, you can go to Accountancy! An education with many practical assignments, in which you do all the real work during your studies as in an accountant organization. Read more Studying through the latest ICT developments is not only more fun, it is also much more effective. You understand how it works and don't get rules out of a book. So you become a professional with good social skills and knowledge of the latest ICT developments. Jij is the future of Accountancy."
114,3627,3.3225806452,"Je kunt als zelfstandig ondernemer een eigen bedrijf beginnen of een bestaand bedrijf overnemen. Verder kun je gaan werken in de retail, als manager in de detailhandel of bij een groothandel. Of denk aan functies als filiaal- of afdelingsmanager, accountmanager of productmanager.",3.5120772947,2003-09-01,3.5086805556000003,57.4036511156,7.2916666667,3.4674657534,3.5102040816,31.8333333333,"Misschien verkocht jij wel limonade of verdiende je je eerste geld met auto’s wassen. Ondernemen, managen en begeleiden bij een winkel of onderneming. Je handen uit de mouwen steken en iets doen voor én met de maatschappij. Ben jij zo'n doener met denkkracht? Leer en ervaar dan bij de opleiding Ondernemerschap & Retail hoe je een webshop, dienst of product goed in de markt zet. Retail is namelijk volop in beweging. Zo is winkelen in een winkelstraat niet vanzelfsprekend meer en kopen we steeds meer online. Bij Ondernemerschap & Retail Management leiden we doeners op met denkkracht. Ondernemerschap leer je vooral door te doen. Dus alles wat je tijdens colleges leert, zet je in bij projecten. De laatste twee jaar specialiseer je in ondernemerschap óf retail.",29.6666666667,Fulltime,3.2328767123,3.8356164384,3.7153846154,3.2328767123,3.5733333333,3.5,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/ondernemerschap-retail-management-voltijd,,3.3116883117,Bekostigd,Small Business en Retail Management,186.0,25.269,0,2024.0,Ondernemerschap & Retail Management,Ondernemerschap & Retail Management,Entrepreneurship & Retail Management,77.0,Bachelor,Economie en Bedrijf,HBO,Bachelor,619.0,240,Bachelor of Science,Direct toelaatbaar,0,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT.",1000.0,"Entrepreneurship & Retail Management programme • Bachelor Go to content Main navigation - Dutch Logo of De Haagse Hogeschool, go to homepage Search Nederlands Login Close Ask your question about the programme Ask your question about registration Ask your question about study selection Register for this programme Come to our Open Day on Saturday 1 November Something for you? Do they sometimes call you stubborn? With us that's called determined! If you're a bit of a stubborn student, you have a fresh look at things. You think in solutions and believe in your own qualities. And that's exactly what you need when you start working as an independent entrepreneur or in retail. Do you like to put your hands out of your sleeves, you dare to see and undertake opportunities? Then Entrepreneurship & Retail Management is the programme for you! Read more We're leading you to more thinking."
114,3627,,,,2003-09-01,,,,,,,"Je wilt je als ondernemer of retailer verder verdiepen in alle kanten van het ondernemen en het managen en begeleiden van mensen. Tijdens de deeltijdopleiding Ondernemerschap & Retail Management leer je alles over consumentengedrag, de customer journey, omnichannel en innovatieve businessmodellen. Je leert vraagstukken vanuit verschillende perspectieven te bekijken, waarbij je ieders belangen meeweegt. Zo werk je aan een succesvolle toekomst waarin je kansen grijpt voor je afdeling, merk of bedrijf. Deze 4-jarige deeltijdopleiding is ideaal voor werkende professionals. Je kunt namelijk zelf kiezen in welke volgorde je aan de modules werkt en waar je de nadruk op legt. Daardoor ontwikkel je precies de kennis en kunde die je nodig hebt om in te spelen op de snelle veranderingen in je werk.",,Parttime,,,,,,,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/ondernemerschap-retail-management-deeltijd,,3.3116883117,Bekostigd,Small Business en Retail Management,186.0,25.269,0,2024.0,Ondernemerschap & Retail Management,Ondernemerschap & Retail Management,Entrepreneurship & Retail Management,77.0,Bachelor,Economie en Bedrijf,HBO,Bachelor,619.0,240,Bachelor of Science,Direct toelaatbaar,0,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT.",1000.0,"Entrepreneurship & Retail Management programme • Bachelor Go to content Main navigation - Dutch Logo of De Haagse Hogeschool, go to homepage Search Nederlands Login Close Ask your question about the programme Call me back View the FAQ about the Pro programmes Sign up for this programme Visit our information evening on 16 October Something for you? You want to add value to the company and optimally respond to the needs and needs of the consumer. You will identify trends and developments within your industry, but also in the economy and society. Read more With a keen eye for opportunities, you will create opportunities for your department, brand or company. That's the leap forward you're making with Entrepreneurship & Retail Management, learning all about consumer behaviour, customer journey, omnichannel and innovative business models."
