Instelling_SK123ID,Vestiging_SK123ID,Opleiding_SK123ID,OpleidingsvormId,AansluitingBeroepWx,baanPerspectief,BetrokkenheidContactWx,DatumAccreditatiebesluit,DatumBeginOpleiding,DatumEindeInstroom,DatumEindeOpleiding,DatumRedelijkeTermijn,DatumUitstelTotAccreditatie,DatumVervallenAccreditatie,DocentenWx,DoorstroomJaar2Prc,DoorstudeerPrc,HoviProductFormID,InhoudOpzetWx,LesstofEngelsWx,NiveauDiplomasPrc,omschrijving,omschrijvingD,omschrijvingEn,onderwijsvormOmschrijving,OpleidingDiplomasPrc,Opleidingsvorm,OpnieuwKiezenWx,percentageAfstandonderwijs,percentageAvondonderwijs,percentageStudentenUitBuitenland,RedenUitstel,resultaat,SfeerWx,StudiebegeleidingWx,StudiedrukPreciesGoedWPrc,StudiedrukTeHoogWPrc,StudiedrukTeLaagWPrc,StudiedrukVeelTeHoogWPrc,StudiedrukVeelTeLaagWPrc,StudiedrukWx,StudiefaciliteitenWx,ToetsingBeoordelingWx,URL,URLDuits,URLEngels,URLtoelatingseisen,URLtoelatingseisenD,URLtoelatingseisenEn,Hoofdvestiging_SK123ID,AlgemeenOordeel01aWPrc,AlgemeenOordeel01bWPrc,AlgemeenOordeel01cWPrc,AlgemeenOordeel01dWPrc,AlgemeenOordeel01eWPrc,AlgemeenOordeel01Wx,Bekostiging,BezoekadresNummer,BezoekadresPostcode,BezoekadresStad,BezoekadresStraat,Brinnummer,Brinvolgnummer,Cluster,collegegeldURL,CrohoNaam,CrohoNaamEngels,Deeltijd,Duaal,EerstejaarsAantal,EerstejaarsVrouwPrc,HoviLocationID,HoviProductID,IndicatieIntensiefProgramma,iscedCluster,JointDegree,maxjaar1CIJFHO,naam,naamD,naamEn,NaamOpleiding,NaamOpleidingEngels,nAlgemeenOordeel01,niveau,NSEEnqueteJaar,Opleidingscode,OpleidingscodeSamen,productType,productTypeKey,Sector,SectorCroho,SelectieEisenIntensiefProgramma,soi2006Classificatie,SoortHo,SoortOpleiding,Startdatum,StudentenAantal,Studielast,Titel,ToelatingsEisenMbo,VerhoogdCollegegeldIntensiefProgramma,Voltijd,WettelijkeAanvullendeEisenHavo,WettelijkeAanvullendeEisenVwo,WettelijkeVooropleidingseisenHavo,WettelijkeVooropleidingseisenVwo
185,114,3431,1,3.5265486726,"Met het inzicht in de marktmechanismen dat je als commercieel econoom hebt, kun je in allerlei organisaties gaan werken, zowel in het bedrijfsleven als bij de overheid. Je kunt bijvoorbeeld accountmanager worden of marketingplanner, consultant of marktonderzoeker. Ook kun je in een adviserende functie terechtkomen.",3.5574074074,2020-09-15,2003-09-01,,,,2027-11-02,,3.5030487805000003,55.7562076749,28.7234042553,2411_fulltime,3.4435483871000003,3.4390243902,41.7543859649,"Met de opleiding Commerciële Economie groei jij uit tot marketingexpert in jouw vakgebied. In het eerste jaar kies je welk vakgebied dat is. Kies je voor Creative marketing & Social Media? Je kruipt dan in het hoofd van de consument, volgt trends en weet hoe je onderzoek inzet om behoeftes in kaart te brengen. Met gerichte acties maak je van een merk of bedrijf een succes. Neem wereldwijde merken als Nike, Coca-Cola en Apple. Deze merken vertellen een verhaal of dragen een sterke en overtuigende boodschap uit. Valt je keuze op Data Driven Marketing, dan leer je wat allemaal nodig is om een marketingorganisatie slim in te richten. Zo zorg je dat klanten zich persoonlijk aangesproken voelen en het marketingbudget optimaal wordt besteed. Maar ook dat bedrijven verantwoord en vertrouwelijk met informatie over klanten en koopgedrag omgaan. Spreekt de digitale wereld jou aan en wil je alles weten over e-commerce en e-mailmarketing? Kies dan voor Digital Marketing & Sales. Bij deze studie leer je wie je doelgroep is, wat je boodschap is en hoe je die het beste verkoopt. Zo groei je uit tot een succesvolle accountmanager die zijn klanten goed begrijpt.",,,,38.7719298246,Voltijd,3.53125,,,,art 5.16 lid 4,,3.9140625,3.5673076923,65.85365853660001,18.6991869919,12.1951219512,1.6260162602,1.6260162602,3.0650406504000003,3.7109375,3.5523415978,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/commerciele-economie-voltijd,,,,,,114,0.78125,2.34375,33.59375,57.03125,6.25,3.65625,Bekostigd,75,2521 EN,DEN HAAG,Johanna Westerdijkplein,27UM,1,Commerciële economie,https://www.dehaagsehogeschool.nl/studiekeuze/alles-over-aanmelden-en-inschrijven/collegegeld,Commerciële Economie,Marketing Management,1,1,141.0,37.589,57,2411,0,,0,2024.0,Commerciële Economie,,,Commerciële Economie,Marketing Management,128.0,Bachelor,2025.0,34402,34402,Croho opleiding,croho_program,Economie en Bedrijf,Economie,0,Handel algemeen,HBO,Bachelor,2003-09-01,517.0,240,Bachelor of Science,Direct toelaatbaar,0,1,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT."
185,114,3431,2,,"Met het inzicht in de marktmechanismen dat je als commercieel econoom hebt, kun je in allerlei organisaties gaan werken, zowel in het bedrijfsleven als bij de overheid. Je kunt bijvoorbeeld accountmanager worden of marketingplanner, consultant of marktonderzoeker. Ook kun je in een adviserende functie terechtkomen.",,2020-09-15,2003-09-01,,,,2027-11-02,,,,,2411_parttime,,,15.7142857143,"Consumentengedrag en marktmechanismen, daar draait het om bij de opleiding Marketing Management. Jij weet straks hoe je een grondige concurrentieanalyse en een winnende marketingstrategie maakt. Je denkt in kansen en mogelijkheden en pakt die met beiden handen aan. Deze waardevolle kwaliteit ontwikkel je verder bij deze flexibele en praktijkgerichte deeltijdopleiding. Ideaal voor de werkende professional! Je kiest tijdens deze vierjarige studie zelf in welke volgorde je aan modules werkt en waar je de nadruk op legt. Kortom, een perfecte basis voor een leven lang ontwikkelen. Zo ben en blijf je aantrekkelijk voor werkgevers. Ook blijf je de toekomst telkens een stap voor, omdat je over de kennis en kunde beschikt om je snel aan te passen aan de veranderingen in de beroepspraktijk.",,,,15.7142857143,Deeltijd,,,,,art 5.16 lid 4,,,,,,,,,,,,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/commerciele-economie-marketing-management,,,,,,114,0.78125,2.34375,33.59375,57.03125,6.25,3.65625,Bekostigd,75,2521 EN,DEN HAAG,Johanna Westerdijkplein,27UM,1,Commerciële economie,https://www.dehaagsehogeschool.nl/studiekeuze/alles-over-aanmelden-en-inschrijven/collegegeld,Commerciële Economie,Marketing Management,1,1,141.0,37.589,57,2411,0,,0,2024.0,Commerciële Economie,,,Commerciële Economie,Marketing Management,128.0,Bachelor,2025.0,34402,34402,Croho opleiding,croho_program,Economie en Bedrijf,Economie,0,Handel algemeen,HBO,Bachelor,2003-09-01,517.0,240,Bachelor of Science,Direct toelaatbaar,0,1,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT."
185,114,3431,3,,"Na het volgen van deze opleiding heb je alle kansen en mogelijkheden om jezelf te bewijzen als brand specialist, online marketeer of content specialist. Als marketingexpert geef jij advies over offline en online marketing en sales. Jij bent als hbo-opgeleide professional kortom meer dan welkom bij iedere commerciële onderneming die de markt wil bestormen met creatieve en innovatieve businessmodellen.",,2020-09-15,2003-09-01,,,,2027-11-02,,,,,2411_dual,,,,"Ben jij een commercieel talent en wil je meer te weten komen over marketing, consumentengedrag en marktmechanismen? Start dan naast je werk met de duale opleiding Commerciële Economie | Marketing Management. Je gaat daarbij 2 dagen per week naar school om alles te leren over data-analyse, online marketing, marketingstrategieën en waardecreatie. Die kennis en kunde breng je vervolgens meteen in de praktijk. Als marketingdeskundige ben je breed inzetbaar. Daarom werk je tijdens deze opleiding samen met studenten van andere opleidingen en met andere achtergronden. Zo leer je van elkaar en word jij een zelfstandige, allround marketeer die de online aanwezigheid van een organisatie op een hoger niveau kan brengen.",,,,,Duaal,,,,,art 5.16 lid 4,,,,,,,,,,,,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/commerciele-economie-marketing-management-duaal,,,,,,114,0.78125,2.34375,33.59375,57.03125,6.25,3.65625,Bekostigd,75,2521 EN,DEN HAAG,Johanna Westerdijkplein,27UM,1,Commerciële economie,https://www.dehaagsehogeschool.nl/studiekeuze/alles-over-aanmelden-en-inschrijven/collegegeld,Commerciële Economie,Marketing Management,1,1,141.0,37.589,57,2411,0,,0,2024.0,Commerciële Economie,,,Commerciële Economie,Marketing Management,128.0,Bachelor,2025.0,34402,34402,Croho opleiding,croho_program,Economie en Bedrijf,Economie,0,Handel algemeen,HBO,Bachelor,2003-09-01,517.0,240,Bachelor of Science,Direct toelaatbaar,0,1,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT."
185,114,3488,1,3.6439393939,"Na de opleiding kun je gaan werken als pr-medewerker, beleidsvoorlichter, accountmanager, communicatieadviseur of projectcoördinator. Je werkveld ligt bij bedrijven, de overheid of bij organisaties (profit- en non-profit). Je kunt ook als zelfstandige aan de slag.",3.6285714286,2020-09-09,2003-09-01,,,,2028-11-02,,3.5839285714,74.2857142857,11.8421052632,2412_fulltime,3.5251766784000003,4.083333333300001,52.1235521236,"Wil je uitgroeien uit tot een communicatieprofessional die de trends en doelgroepen kent en een boodschap goed weet over te brengen? Bij de opleiding Communicatie ontwikkel je een brede basis waarmee je later aan de slag kunt bij overheidsinstellingen, organisaties of creatieve startups. Bedenk bijvoorbeeld toffe campagnes voor maatschappelijke problemen of zet de juiste reclamestrategie in. Communicatie is een enorm breed vakgebied, daarom kies je in het derde jaar een specialisatie. Volg bijvoorbeeld de minor Journalistiek als je verslaggever wil worden. Bij deze kleinschalige opleiding krijg je een eigen coach toegewezen. Ook kun je rekenen op de juiste steun en begeleiding van onze docenten. Studievereniging Zin om de stad Den Haag te leren kennen? Bij de studievereniging van de opleiding Communicatie maak je vrienden over de hele wereld. Plezier maken is belangrijk, dus duik samen de stad in of ga sporten bij een van de sportverenigingen van De Haagse Hogeschool. Vind je meerdere vakgebieden interessant? Onze nieuwe programma Management & Organisatie Track combineert de vakgebieden Bedrijfskunde, Human Resource Management, Facility Management en Communicatie.",,,,48.0694980695,Voltijd,3.5265017668,,,,art 5.16 lid 4,,3.890459364,3.6302681992,70.6713780919,15.1943462898,11.3074204947,1.7667844523,1.0600706714,3.0530035336,3.7922535211,3.4946428571,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/communicatie-voltijd,,,,,,114,0.7017543860000001,5.2631578947,25.9649122807,60.350877193,7.7192982456,3.6912280702,Bekostigd,75,2521 EN,DEN HAAG,Johanna Westerdijkplein,27UM,1,Communicatie,https://www.dehaagsehogeschool.nl/studiekeuze/alles-over-aanmelden-en-inschrijven/collegegeld,Communicatie,Communication,0,0,167.0,81.437,57,2412,0,,0,2024.0,Communicatie ,,,Communicatie,Communication,285.0,Bachelor,2025.0,34405,34405,Croho opleiding,croho_program,Taal en Communicatie,Economie,0,Communicatie algemeen,HBO,Bachelor,2003-09-01,540.0,240,Bachelor of Arts,Direct toelaatbaar,0,1,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT."
185,114,3534,1,3.625,"Met je bachelordiploma Accountancy heb je veel kansen op de arbeidsmarkt. Je kunt direct aan de slag als assistent-accountant of controller. Bijvoorbeeld bij een accountantskantoor, bedrijf of overheidsinstelling. Ook een managementfunctie behoort tot de mogelijkheden, bijvoorbeeld als adviseur van de directie. Na je hbo-opleiding ben je nog geen accountant. Daarvoor moet je voldoende werkervaring hebben én verder studeren voor de AA- of de RA-titel.",3.4928940568,2019-09-13,2003-09-01,,,,,,3.3505747126000003,48.7106017192,13.7931034483,2413_fulltime,3.4929775281,2.9508196721,24.2053789731,"Cijfers boeien jou. Zo check je altijd of de kassabon klopt en of korting goed is doorberekend. Bij de opleiding Accountancy in Den Haag gaat het niet alleen over cijfers, maar ook over het financieel gezond maken en houden van organisaties. Tijdens de opleiding zit je niet continu met je neus in de boeken. Je leert vooral door te doen. Dat is niet alleen leuker, maar ook veel effectiever. Je doorgrondt hoe cijfers werken en kent het verhaal daarachter. Hierdoor weet je hoe je heldere bedrijfsanalyses maakt en jaarrekeningen controleert. Zo groei je uit tot een professional met goede sociale vaardigheden en kennis van de laatste technologieën.",,,,19.5599022005,Voltijd,3.3789473684,,,,,,3.6947368421,3.5448717949,38.202247191,47.191011236,5.6179775281,8.9887640449,0.0,3.595505618,3.6526315789,3.4282945736,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/accountancy-voltijd,,,,,,114,4.1666666667,9.375,31.25,51.0416666667,4.1666666667,3.4166666667000003,Bekostigd,75,2521 EN,DEN HAAG,Johanna Westerdijkplein,27UM,1,Accountancy en fiscaal,https://www.dehaagsehogeschool.nl/studiekeuze/alles-over-aanmelden-en-inschrijven/collegegeld,Accountancy,Accountancy,0,0,119.0,32.773,57,2413,0,,0,2024.0,Accountancy,,,Accountancy,Accountancy,96.0,Bachelor,2025.0,34406,34406,Croho opleiding,croho_program,Economie en Bedrijf,Economie,0,Financiële administratie,HBO,Bachelor,2003-09-01,345.0,240,Bachelor of Science,Direct toelaatbaar,0,1,,,"Havo met profiel EM, CM (met (Bedrijfseconomie of Economie of M&O) en (Wiskunde A of Wiskunde B)), NG (met Bedrijfseconomie of Economie of M&O), NT.","Vwo met profiel EM, CM, NG, NT."
185,114,3627,1,3.3225806452,"Je kunt als zelfstandig ondernemer een eigen bedrijf beginnen of een bestaand bedrijf overnemen. Verder kun je gaan werken in de retail, als manager in de detailhandel of bij een groothandel. Of denk aan functies als filiaal- of afdelingsmanager, accountmanager of productmanager.",3.5120772947,2021-10-28,2003-09-01,,,,,,3.5086805556000003,57.4036511156,7.2916666667,2426_fulltime,3.4674657534,3.5102040816,31.8333333333,"Misschien verkocht jij wel limonade of verdiende je je eerste geld met auto’s wassen. Ondernemen, managen en begeleiden bij een winkel of onderneming. Je handen uit de mouwen steken en iets doen voor én met de maatschappij. Ben jij zo'n doener met denkkracht? Leer en ervaar dan bij de opleiding Ondernemerschap & Retail hoe je een webshop, dienst of product goed in de markt zet. Retail is namelijk volop in beweging. Zo is winkelen in een winkelstraat niet vanzelfsprekend meer en kopen we steeds meer online. Bij Ondernemerschap & Retail Management leiden we doeners op met denkkracht. Ondernemerschap leer je vooral door te doen. Dus alles wat je tijdens colleges leert, zet je in bij projecten. De laatste twee jaar specialiseer je in ondernemerschap óf retail.",,,,29.6666666667,Voltijd,3.2328767123,,,,,,3.8356164384,3.7153846154,60.2739726027,28.7671232877,5.4794520548,2.7397260274,2.7397260274,3.2328767123,3.5733333333,3.5,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/ondernemerschap-retail-management-voltijd,,,,,,114,5.1948051948,12.987012987,31.1688311688,46.7532467532,3.8961038961,3.3116883117,Bekostigd,75,2521 EN,DEN HAAG,Johanna Westerdijkplein,27UM,1,Small Business en Retail Management,https://www.dehaagsehogeschool.nl/studiekeuze/alles-over-aanmelden-en-inschrijven/collegegeld,Ondernemerschap & Retail Management,Entrepreneurship & Retail Management,1,1,186.0,25.269,57,2426,0,,0,2024.0,Ondernemerschap & Retail Management,,,Ondernemerschap & Retail Management,Entrepreneurship & Retail Management,77.0,Bachelor,2025.0,35523,35523,Croho opleiding,croho_program,Economie en Bedrijf,Economie,0,Detailhandel algemeen,HBO,Bachelor,2003-09-01,619.0,240,Bachelor of Science,Direct toelaatbaar,0,1,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT."
185,114,3627,2,,,,2021-10-28,2003-09-01,,,,,,,,,2426_parttime,,,,"Je wilt je als ondernemer of retailer verder verdiepen in alle kanten van het ondernemen en het managen en begeleiden van mensen. Tijdens de deeltijdopleiding Ondernemerschap & Retail Management leer je alles over consumentengedrag, de customer journey, omnichannel en innovatieve businessmodellen. Je leert vraagstukken vanuit verschillende perspectieven te bekijken, waarbij je ieders belangen meeweegt. Zo werk je aan een succesvolle toekomst waarin je kansen grijpt voor je afdeling, merk of bedrijf. Deze 4-jarige deeltijdopleiding is ideaal voor werkende professionals. Je kunt namelijk zelf kiezen in welke volgorde je aan de modules werkt en waar je de nadruk op legt. Daardoor ontwikkel je precies de kennis en kunde die je nodig hebt om in te spelen op de snelle veranderingen in je werk.",,,,,Deeltijd,,,,,,,,,,,,,,,,,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/ondernemerschap-retail-management-deeltijd,,,,,,114,5.1948051948,12.987012987,31.1688311688,46.7532467532,3.8961038961,3.3116883117,Bekostigd,75,2521 EN,DEN HAAG,Johanna Westerdijkplein,27UM,1,Small Business en Retail Management,https://www.dehaagsehogeschool.nl/studiekeuze/alles-over-aanmelden-en-inschrijven/collegegeld,Ondernemerschap & Retail Management,Entrepreneurship & Retail Management,1,1,186.0,25.269,57,2426,0,,0,2024.0,Ondernemerschap & Retail Management,,,Ondernemerschap & Retail Management,Entrepreneurship & Retail Management,77.0,Bachelor,2025.0,35523,35523,Croho opleiding,croho_program,Economie en Bedrijf,Economie,0,Detailhandel algemeen,HBO,Bachelor,2003-09-01,619.0,240,Bachelor of Science,Direct toelaatbaar,0,1,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT."
185,114,3627,3,,"Na het volgen van deze opleiding heb je alle kansen en mogelijkheden om jezelf te bewijzen als retailmanager, accountmanager of filiaalleider. Als specialist in e-commerce, consumentengedrag, de customer journey, omnichannel en innovatieve businessmodellen sta je midden in de organisatie. Volg je het uitstroomprofiel Retailmangement, dan stuur je als leidinggevende een team specialisten aan en geeft advies aan het management. Kies je voor het uitstroomprofiel Ondernemerschap, dan heb jij alle tools in huis om een zelfstandige onderneming te runnen.",,2021-10-28,2003-09-01,,,,,,,,,2426_dual,,,,"Wil jij jezelf ontwikkelen tot een breed opgeleide ondernemer, marketingprofessional of managementprofessional? Dan is de 4-jarige duale opleiding Ondernemerschap & Retail Management een goede keuze. Je gaat dan werken en leren tegelijk, waarbij je kennis opdoet over ondernemen, e-commerce, consumentengedrag, de customer journey, omnichannel en businessmodellen. Elke week kom je 2 dagen naar school voor onderwijs en begeleiding. Je nieuwe kennis en vaardigheden breng je vervolgens meteen in de praktijk. Doordat je samenwerkt met studenten van andere opleidingen en met andere achtergronden, ontwikkel je jezelf tot een multidisciplinaire professional die van alle markten thuis is. Je kiest bovendien zelf in welke volgorde je aan de modules werkt en waarin je jezelf wilt specialiseren. Wat je keuze ook is: dankzij de nauwe samenwerking met het werkveld is de lesstof altijd up-to-date. Na afloop ben jij dé expert op het gebied van ondernemerschap en retail, en ga je een mooie toekomst tegemoet.",,,,,Duaal,,,,,,,,,,,,,,,,,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/ondernemerschap-retail-management-duaal,,,,,,114,5.1948051948,12.987012987,31.1688311688,46.7532467532,3.8961038961,3.3116883117,Bekostigd,75,2521 EN,DEN HAAG,Johanna Westerdijkplein,27UM,1,Small Business en Retail Management,https://www.dehaagsehogeschool.nl/studiekeuze/alles-over-aanmelden-en-inschrijven/collegegeld,Ondernemerschap & Retail Management,Entrepreneurship & Retail Management,1,1,186.0,25.269,57,2426,0,,0,2024.0,Ondernemerschap & Retail Management,,,Ondernemerschap & Retail Management,Entrepreneurship & Retail Management,77.0,Bachelor,2025.0,35523,35523,Croho opleiding,croho_program,Economie en Bedrijf,Economie,0,Detailhandel algemeen,HBO,Bachelor,2003-09-01,619.0,240,Bachelor of Science,Direct toelaatbaar,0,1,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT."
185,114,3764,1,3.9090909091,"De mogelijkheden lopen enorm uiteen. Zowel overheid als bedrijfsleven is een mogelijke werkgever en organisaties in beide sectoren komen in vele soorten en maten. Onze studenten komen doorgaans in vier soorten functies terecht: beleidsmedewerker, projectmanager, operationeel leidinggevende of organisatieondersteuner. Aan hun kwaliteiten is behoefte, zo blijkt. Een BO-student vindt sneller dan gemiddeld een baan en ontvangt een bovengemiddeld loon.",3.7041847042,2023-09-08,2003-09-01,,,,,,3.7721518987,47.8260869565,18.75,2416_fulltime,3.625,4.2911392405,36.6336633663,"Ben jij zo'n gamechanger die grote problemen kan ontrafelen? Bij de opleiding International Public Policy and Leadership (IPPL) verdiep je je in mensenrechten, vrede en veiligheid. Je leert alles over onder meer het opstellen van beleidsbriefingen, het ontwikkelen van impactcampagnes en documentaires en het aanvragen van subsidies. Bij IPPL leer je door te doen en vind je onderweg de juiste antwoorden. De Haagse gelooft sterk in hands-on-leren. We leggen daarom de focus op professionele producten, die je helpen de vaardigheden te leren die je nodig hebt om een baan te vinden en verschil te maken. Uiteindelijk moet je in vijf categorieën een professioneel product behalen. Deze categorieën zijn: evaluatie, beleidsadvies, belangenbehartiging, projectmatig werken, organisatie en management. In jaar 3 en 4 doe je je specialisaties of stages. Bij je afstuderen kan je zelfs in plaats van een bachelorscriptie kiezen voor een professionele producttrack of scriptietrack.",,"Are you interested in how problems such as climate change, economic disparity and human rights are tackled by governments, NGOs and influential organisations around the world? Would you like to be the one making a change, cracking wicked problems and the world’s most persisting issues, resulting in a positive and permanent change? Then International Public Policy and Leadership (IPPL) is the programme for you. The world is changing increasingly fast. We need game-changers who can make quick and good decisions and are expert in unravelling main issues. We will teach you the tools of the trade, whether it be drafting policy briefs and issue papers, developing impact campaigns, producing documentaries, grant-writing or pitching a basic advocacy project. Many key international organizations and NGOs are at our doorstep (in The Hague, the City of Peace and Justice), so you can ‘hit the ground running’ and apply your new hands-on skills in the field. You will be in the heart of a varied international community - both in the city and the classroom. Internships are provided by a range of organizations: ministries, international NGOs and corporations, global and European NPOs and political organisations. Graduation gives access to a vast array of jobs; some have even started their own NGO",,23.4323432343,Voltijd,3.6341463415,,,,,,3.8048780488,3.6785714286,42.5,45.0,3.75,7.5,1.25,3.5375,3.7317073171,3.5627705628,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/international-public-policy-and-leadership,,https://www.thuas.com/programmes/bachelors/international-public-policy-and-leadership,,,,114,1.7467248908000002,5.6768558952,23.5807860262,58.5152838428,10.480349345,3.7030567686,Bekostigd,75,2521 EN,DEN HAAG,Johanna Westerdijkplein,27UM,1,Bestuurskunde,https://www.dehaagsehogeschool.nl/studiekeuze/alles-over-aanmelden-en-inschrijven/collegegeld,Bestuurskunde/Overheidsmanagement,Public Administration,0,1,193.0,48.705,57,2416,0,,0,2024.0,International Public Policy and Leadership,,,Bestuurskunde/Overheidsmanagement,Public Administration,229.0,Bachelor,2025.0,34464,34464,Croho opleiding,croho_program,Recht en Bestuur,Economie,0,Bestuurskunde algemeen,HBO,Bachelor,2003-09-01,582.0,240,Bachelor of Arts,Direct toelaatbaar,0,1,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT."
185,114,3764,3,3.9923076923,"De mogelijkheden lopen enorm uiteen. Zowel overheid als bedrijfsleven is een mogelijke werkgever en organisaties in beide sectoren komen in vele soorten en maten. Onze studenten komen doorgaans in vier soorten functies terecht: beleidsmedewerker, projectmanager, operationeel leidinggevende of organisatieondersteuner. Aan hun kwaliteiten is behoefte, zo blijkt. Een BO-student vindt sneller dan gemiddeld een baan en ontvangt een bovengemiddeld loon.",3.7166666667,2023-09-08,2003-09-01,,,,,,3.7438811189,51.2422360248,31.25,2416_dual,3.5850694444,3.4864864865,31.117021276600003,"Zijn maatschappijleer, geschiedenis en economie jouw favoriete vakken en ben je geïnteresseerd in openbaar bestuur en politiek? Dan is de opleiding Bestuurskunde & Overheidsmanagement in Den Haag, het politieke hart van Nederland, echt iets voor jou. Je leert veel over de bestuurskundige praktijk en doet inzichten op uit onder andere politicologie, sociologie en economie. Je analyseert maatschappelijke problemen en draagt daar werkbare oplossingen voor aan. Kortom, je bekijkt vraagstukken van alle kanten. Bestuurskunde is een duale opleiding. In de eerste twee jaar volg je intensief onderwijs. De laatste twee jaar pas je de opgedane kennis en vaardigheden vier dagen per week toe op een werkplek. Zo studeer je af met relevante werkervaring op zak. Een goed begin van je carrière!",,,,20.7446808511,Duaal,3.7083333333,,,,,,3.9034482759,3.965648855,62.5,25.6944444444,4.1666666667,7.6388888889,0.0,3.3680555556000003,3.6827586207,3.5153664303000003,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/bestuurskunde-overheidsmanagement,,,,,,114,1.7467248908000002,5.6768558952,23.5807860262,58.5152838428,10.480349345,3.7030567686,Bekostigd,75,2521 EN,DEN HAAG,Johanna Westerdijkplein,27UM,1,Bestuurskunde,https://www.dehaagsehogeschool.nl/studiekeuze/alles-over-aanmelden-en-inschrijven/collegegeld,Bestuurskunde/Overheidsmanagement,Public Administration,0,1,193.0,48.705,57,2416,0,,0,2024.0,International Public Policy and Leadership,,,Bestuurskunde/Overheidsmanagement,Public Administration,229.0,Bachelor,2025.0,34464,34464,Croho opleiding,croho_program,Recht en Bestuur,Economie,0,Bestuurskunde algemeen,HBO,Bachelor,2003-09-01,582.0,240,Bachelor of Arts,Direct toelaatbaar,0,1,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT."
185,114,3834,1,3.868852459,"Facility managers vind je in allerlei soorten bedrijven en organisaties. Het beroep is boeiend en veelzijdig, met een zee aan mogelijkheden. Als facilitair manager heb je een leidinggevende en adviserende functie op het gebied van de facilitaire ondersteuning. In de evenementenbranche, de gezondheidszorg, de overheid, het bedrijfsleven of het onderwijs. Bij grote bedrijven met een eigen facilitaire dienst zoals een bank of een ziekenhuis. Maar ook bij gespecialiseerde bedrijven en adviesbureaus",3.7777777778,2019-04-01,2003-09-01,,,,2026-11-02,,3.6564885496,68.7804878049,12.3456790123,2417_fulltime,3.6545801527,3.4666666667,50.6641366224,"Van camera’s in een recreatiepark tot de bewegwijzering op Schiphol. Als facility manager zorg je dat alles feilloos werkt. Je bent proactief, oplossingsgericht en een echte aanpakker. Je herkent de trends en speelt flexibel in op veranderingen. Bij Facility Management aan De Haagse Hogeschool werk je veel samen. De opleiding is kleinschalig en persoonlijk. Echt een plek waar jij je thuis voelt. Bij Facility Management leer je hoe je ervoor zorgt dat iedereen zo prettig en efficiënt mogelijk kan werken. Het gebouw, alle apparatuur en de kantine moeten optimaal blijven functioneren. Tijdens je stages merk je hoe dynamisch en afwisselend het werk is. Bij De Haagse leer je vooral door te doen. Verwacht veel praktijkopdrachten, gastlessen en de leukste stageplekken. Zo sluit de opleiding perfect aan bij het werkveld in binnen- én buitenland. Internationale projecten in Mexico, Zwitserland en Zuid-Afrika behoren ook tot de mogelijkheden! De studie is net zo breed als het vak. Je bepaalt zelf welke kant je opgaat. Vind je meerdere vakgebieden interessant? Aan De Haagse Hogeschool kun je ook het nieuwe programma Management & Organisatie Track volgen. Met dit onderwijsprogramma combineer je de vakgebieden Bedrijfskunde, Human Resource Management, Facility Management en Communicatie.",,,,45.9203036053,Voltijd,3.6466165414,,,,art 5.16 lid 4,,4.2426470588,3.868852459,63.358778626,22.1374045802,11.4503816794,3.0534351145,0.0,3.1679389313,3.9779411765,3.59375,https://www.dehaagsehogeschool.nl/opleidingen/hbo-bachelor/facility-management-voltijd,,,,,,114,0.6756756757,5.4054054054,23.6486486486,58.7837837838,11.4864864865,3.75,Bekostigd,75,2521 EN,DEN HAAG,Johanna Westerdijkplein,27UM,1,Facility management,https://www.dehaagsehogeschool.nl/studiekeuze/alles-over-aanmelden-en-inschrijven/collegegeld,Facility Management,Facility Management,1,0,109.0,59.633,57,2417,0,,0,2024.0,Facility Management,,,Facility Management,Facility Management,148.0,Bachelor,2025.0,34500,34500,Croho opleiding,croho_program,Economie en Bedrijf,Economie,0,Facilitair management,HBO,Bachelor,2003-09-01,493.0,240,Bachelor of Science,Direct toelaatbaar,0,1,,,"Havo met profiel EM, CM, NG, NT.","Vwo met profiel EM, CM, NG, NT."
